"symbol","uniprot","ensembl","entrez","name","geneset"
"RAB3GAP2","Q9H2M9","ENSG00000118873",25782,"Rab3 GTPase-activating protein non-catalytic subunit","CFTR interactome DF508-CFTR specific"
"RPL15","P61313","ENSG00000174748",6138,"60S ribosomal protein L15","CFTR interactome DF508-CFTR specific"
"RPS15","P62841","ENSG00000115268",6209,"40S ribosomal protein S15","CFTR interactome DF508-CFTR specific"
"SCRIB","Q14160","ENSG00000180900",23513,"Protein scribble homolog","CFTR interactome DF508-CFTR specific"
"SEC24C","P53992","ENSG00000176986",9632,"Protein transport protein Sec24C","CFTR interactome DF508-CFTR specific"
"SFXN3","Q9BWM7","ENSG00000107819",81855,"Sideroflexin-3","CFTR interactome DF508-CFTR specific"
"TKT","P29401","ENSG00000163931",7086,"Transketolase","CFTR interactome DF508-CFTR specific"
"UBAC2","Q8NBM4","ENSG00000134882",337867,"Ubiquitin-associated domain-containing protein 2","CFTR interactome DF508-CFTR specific"
"VDAC2","P45880","ENSG00000165637",7417,"Voltage-dependent anion-selective channel protein 2","CFTR interactome DF508-CFTR specific"
"ABCB8","Q9NUT2","ENSG00000197150",11194,"Mitochondrial potassium channel ATP-binding subunit","CFTR interactome DF508-CFTR specific"
"ANKRD13A","Q8IZ07","ENSG00000076513",88455,"Ankyrin repeat domain-containing protein 13A","CFTR interactome DF508-CFTR specific"
"OTULIN","Q96BN8","ENSG00000154124",90268,"Ubiquitin thioesterase otulin","CFTR interactome DF508-CFTR specific"
"YTHDF3","Q7Z739","ENSG00000185728",253943,"YTH domain-containing family protein 3","CFTR interactome DF508-CFTR specific"
"IDH2","P48735","ENSG00000182054",3418,"Isocitrate dehydrogenase [NADP], mitochondrial","CFTR interactome WT specific"
"BLMH","Q13867","ENSG00000108578",642,"Bleomycin hydrolase","CFTR interactome WT specific"
"GSDMA","Q96QA5","ENSG00000167914",284110,"Gasdermin-A","CFTR interactome WT specific"
"ALOX12B","O75342","ENSG00000179477",242,"Arachidonate 12-lipoxygenase, 12R-type","CFTR interactome WT specific"
"ARPC2","O15144","ENSG00000163466",10109,"Actin-related protein 2/3 complex subunit 2","CFTR interactome WT specific"
"ACTR3B","Q9P1U1","ENSG00000133627",57180,"Actin-related protein 3B","CFTR interactome WT specific"
"AARS1","P49588","ENSG00000090861",16,"Alanine--tRNA ligase, cytoplasmic","CFTR interactome WT specific"
"AARS2","Q5JTZ9","ENSG00000124608",57505,"Alanine--tRNA ligase, mitochondrial","CFTR interactome WT specific"
"ATP2B1","P20020","ENSG00000070961",490,"Plasma membrane calcium-transporting ATPase 1","CFTR interactome WT specific"
"ATP2B4","P23634","ENSG00000058668",493,"Plasma membrane calcium-transporting ATPase 4","CFTR interactome WT specific"
"ABCB7","O75027","ENSG00000131269",22,"Iron-sulfur clusters transporter ABCB7, mitochondrial","CFTR interactome WT specific"
"MDN1","Q9NU22","ENSG00000288121",23195,"Midasin","CFTR interactome WT specific"
"MTOR","P42345","ENSG00000198793",2475,"Serine/threonine-protein kinase mTOR","CFTR interactome WT specific"
"SUCLG2","Q96I99","ENSG00000172340",8801,"Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial","CFTR interactome WT specific"
"SUCLA2","Q9P2R7","ENSG00000136143",8803,"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial","CFTR interactome WT specific"
"TARS2","Q9BW92","ENSG00000143374",80222,"Threonine--tRNA ligase, mitochondrial","CFTR interactome WT specific"
"SAE1","Q9UBE0","ENSG00000142230",10055,"SUMO-activating enzyme subunit 1","CFTR interactome WT specific"
"ADAM17","P78536","ENSG00000151694",6868,"Disintegrin and metalloproteinase domain-containing protein 17","CFTR interactome WT specific"
"RGPD4","Q7Z3J3","ENSG00000196862",285190,"RanBP2-like and GRIP domain-containing protein 4","CFTR interactome WT specific"
"NMRAL1","Q9HBL8","ENSG00000274684",57407,"NmrA-like family domain-containing protein 1","CFTR interactome WT specific"
"SLC16A1","P53985","ENSG00000281917",6566,"Monocarboxylate transporter 1","CFTR interactome WT specific"
"S100A8","P05109","ENSG00000143546",6279,"Protein S100-A8","CFTR interactome WT specific"
"FHL1","Q13642","ENSG00000022267",2273,"Four and a half LIM domains protein 1","CFTR interactome WT specific"
"NCAPD2","Q15021","ENSG00000010292",9918,"Condensin complex subunit 1","CFTR interactome WT specific"
"EXOC7","Q9UPT5","ENSG00000182473",23265,"Exocyst complex component 7","CFTR interactome WT specific"
"TRIM5","Q9C035","ENSG00000132256",85363,"Tripartite motif-containing protein 5","CFTR interactome WT specific"
"EIF2B4","Q9UI10","ENSG00000115211",8890,"Translation initiation factor eIF-2B subunit delta","CFTR interactome WT specific"
"GGCT","O75223","ENSG00000006625",79017,"Gamma-glutamylcyclotransferase","CFTR interactome WT specific"
"HUWE1","Q7Z6Z7","ENSG00000086758",10075,"E3 ubiquitin-protein ligase HUWE1","CFTR interactome WT specific"
"AIFM1","O95831","ENSG00000156709",9131,"Apoptosis-inducing factor 1, mitochondrial","CFTR interactome WT specific"
"UBR3","Q6ZT12","ENSG00000144357",130507,"E3 ubiquitin-protein ligase UBR3","CFTR interactome WT specific"
"GPRC5A","Q8NFJ5","ENSG00000013588",9052,"Retinoic acid-induced protein 3","CFTR interactome WT specific"
"RANBP1","P43487","ENSG00000099901",5902,"Ran-specific GTPase-activating protein","CFTR interactome WT specific"
"DYM","Q7RTS9","ENSG00000141627",54808,"Dymeclin","CFTR interactome WT specific"
"SACM1L","Q9NTJ5","ENSG00000211456",22908,"Phosphatidylinositol-3-phosphatase SAC1","CFTR interactome WT specific"
"LRBA","P50851","ENSG00000198589",987,"Lipopolysaccharide-responsive and beige-like anchor protein","CFTR interactome WT specific"
"PJA2","O43164","ENSG00000198961",9867,"E3 ubiquitin-protein ligase Praja-2","CFTR interactome WT specific"
"YTHDF2","Q9Y5A9","ENSG00000198492",51441,"YTH domain-containing family protein 2","CFTR interactome WT specific"
"KRT23","Q9C075","ENSG00000263309",25984,"Keratin, type I cytoskeletal 23","CFTR interactome WT specific"
"KRT33A","O76009","ENSG00000261986",3883,"Keratin, type I cuticular Ha3-I","CFTR interactome WT specific"
"MDH2","P40926","ENSG00000146701",4191,"Malate dehydrogenase, mitochondrial","CFTR interactome WT specific"
"MRI1","Q9BV20","ENSG00000037757",84245,"Methylthioribose-1-phosphate isomerase","CFTR interactome WT specific"
"IDH3A","P50213","ENSG00000166411",3419,"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial","CFTR interactome WT specific"
"CAT","P04040","ENSG00000121691",847,"Catalase","CFTR interactome WT specific"
"SLC9A3R1","O14745","ENSG00000109062",9368,"Na(+)/H(+) exchange regulatory cofactor NHE-RF1","CFTR interactome WT specific"
"TBC1D15","Q8TC07","ENSG00000121749",64786,"TBC1 domain family member 15","CFTR interactome WT specific"
"RANBP2","P49792","ENSG00000153201",5903,"E3 SUMO-protein ligase RanBP2","CFTR interactome WT specific"
"IPO8","O15397","ENSG00000133704",10526,"Importin-8","CFTR interactome WT specific"
"DAAM1","Q9Y4D1","ENSG00000100592",23002,"Disheveled-associated activator of morphogenesis 1","CFTR interactome WT specific"
"IRS4","O14654","ENSG00000133124",8471,"Insulin receptor substrate 4","CFTR interactome WT specific"
"ATXN10","Q9UBB4","ENSG00000130638",25814,"Ataxin-10","CFTR interactome WT specific"
"COG6","Q9Y2V7","ENSG00000133103",57511,"Conserved oligomeric Golgi complex subunit 6","CFTR interactome WT specific"
"EXOC8","Q8IYI6","ENSG00000116903",149371,"Exocyst complex component 8","CFTR interactome WT specific"
"IDH3B","O43837","ENSG00000101365",3420,"Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial","CFTR interactome WT specific"
"CIP2A","Q8TCG1","ENSG00000163507",57650,"Protein CIP2A","CFTR interactome WT specific"
"SAAL1","Q96ER3","ENSG00000166788",113174,"Protein SAAL1","CFTR interactome WT specific"
"XPOT","O43592","ENSG00000184575",11260,"Exportin-T","CFTR interactome WT specific"
"IPO9","Q96P70","ENSG00000198700",55705,"Importin-9","Proteomics CFBE up"
"HSPA6","P17066","ENSG00000173110",3310,"Heat shock 70 kDa protein 6","Proteomics CFBE up"
"NXF1","Q9UBU9","ENSG00000162231",10482,"Nuclear RNA export factor 1","Proteomics CFBE up"
"MCM7","P33993","ENSG00000166508",4176,"DNA replication licensing factor MCM7","Proteomics CFBE up"
"PSMC5","P62195","ENSG00000087191",5705,"26S proteasome regulatory subunit 8","Proteomics CFBE up"
"ABR","Q12979","ENSG00000276016",29,"Active breakpoint cluster region-related protein","Proteomics CFBE up"
"HNRNPH1","P31943","ENSG00000284254",3187,"Heterogeneous nuclear ribonucleoprotein H","Proteomics CFBE up"
"PLPBP","O94903","ENSG00000147471",11212,"Pyridoxal phosphate homeostasis protein","Proteomics CFBE up"
"MOGS","Q13724","ENSG00000115275",7841,"Mannosyl-oligosaccharide glucosidase","Proteomics CFBE up"
"ARHGAP17","Q68EM7","ENSG00000288353",55114,"Rho GTPase-activating protein 17","Proteomics CFBE up"
"RHOC","P08134","ENSG00000155366",389,"Rho-related GTP-binding protein RhoC","Proteomics CFBE up"
"TECR","Q9NZ01","ENSG00000099797",9524,"Very-long-chain enoyl-CoA reductase","Proteomics CFBE up"
"EHD1","Q9H4M9","ENSG00000110047",10938,"EH domain-containing protein 1","Proteomics CFBE up"
"VPS35","Q96QK1","ENSG00000069329",55737,"Vacuolar protein sorting-associated protein 35","Proteomics CFBE up"
"CALR","P27797","ENSG00000179218",811,"Calreticulin","Proteomics CFBE up"
"CHMP4A","Q9BY43","ENSG00000285302",29082,"Charged multivesicular body protein 4a","Proteomics CFBE up"
"MTX2","O75431","ENSG00000128654",10651,"Metaxin-2","Proteomics CFBE up"
"USP14","P54578","ENSG00000101557",9097,"Ubiquitin carboxyl-terminal hydrolase 14","Proteomics CFBE up"
"SUB1","P53999","ENSG00000113387",10923,"Activated RNA polymerase II transcriptional coactivator p15","Proteomics CFBE up"
"MYO1B","O43795","ENSG00000128641",4430,"Unconventional myosin-Ib","Proteomics CFBE up"
"ISOC2","Q96AB3","ENSG00000063241",79763,"Isochorismatase domain-containing protein 2","Proteomics CFBE up"
"PSMD14","O00487","ENSG00000115233",10213,"26S proteasome non-ATPase regulatory subunit 14","Proteomics CFBE up"
"HNRNPLL","Q8WVV9","ENSG00000143889",92906,"Heterogeneous nuclear ribonucleoprotein L-like","Proteomics CFBE up"
"VARS1","P26640","ENSG00000231116",7407,"Valine--tRNA ligase","Proteomics CFBE up"
"SPTBN1","Q01082","ENSG00000115306",6711,"Spectrin beta chain, non-erythrocytic 1","Proteomics CFBE up"
"CASP6","P55212","ENSG00000138794",839,"Caspase-6","Proteomics CFBE up"
"CSTF3","Q12996","ENSG00000176102",1479,"Cleavage stimulation factor subunit 3","Proteomics CFBE up"
"ASS1","P00966","ENSG00000130707",445,"Argininosuccinate synthase","Proteomics CFBE up"
"PSME3","P61289","ENSG00000131467",10197,"Proteasome activator complex subunit 3","Proteomics CFBE up"
"RAB1A","P62820","ENSG00000138069",5861,"Ras-related protein Rab-1A","Proteomics CFBE up"
"IQGAP1","P46940","ENSG00000140575",8826,"Ras GTPase-activating-like protein IQGAP1","Proteomics CFBE up"
"TAPBP","O15533","ENSG00000206281",6892,"Tapasin","Proteomics CFBE up"
"SNRNP70","P08621","ENSG00000104852",6625,"U1 small nuclear ribonucleoprotein 70 kDa","Proteomics CFBE up"
"TMED10","P49755","ENSG00000170348",10972,"Transmembrane emp24 domain-containing protein 10","Proteomics CFBE up"
"PLOD2","O00469","ENSG00000152952",5352,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2","Proteomics CFBE up"
"TBCE","Q15813","ENSG00000282984",6905,"Tubulin-specific chaperone E","Proteomics CFBE up"
"PFAS","O15067","ENSG00000178921",5198,"Phosphoribosylformylglycinamidine synthase","Proteomics CFBE up"
"UBASH3B","Q8TF42","ENSG00000154127",84959,"Ubiquitin-associated and SH3 domain-containing protein B","Proteomics CFBE up"
"GLB1","P16278","ENSG00000170266",2720,"Beta-galactosidase","Proteomics CFBE up"
"OGT","O15294","ENSG00000147162",8473,"UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit","Proteomics CFBE up"
"RNPEP","Q9H4A4","ENSG00000176393",6051,"Aminopeptidase B","Proteomics CFBE up"
"DNAJC5","Q9H3Z4","ENSG00000101152",80331,"DnaJ homolog subfamily C member 5","Proteomics CFBE up"
"PTPN12","Q05209","ENSG00000127947",5782,"Tyrosine-protein phosphatase non-receptor type 12","Proteomics CFBE up"
"KRT17","Q04695","ENSG00000128422",3872,"Keratin, type I cytoskeletal 17","Proteomics CFBE up"
"COASY","Q13057","ENSG00000068120",80347,"Bifunctional coenzyme A synthase","Proteomics CFBE up"
"GALNT3","Q14435","ENSG00000115339",2591,"Polypeptide N-acetylgalactosaminyltransferase 3","Proteomics CFBE up"
"GLG1","Q92896","ENSG00000090863",2734,"Golgi apparatus protein 1","Proteomics CFBE up"
"STUB1","Q9UNE7","ENSG00000103266",10273,"E3 ubiquitin-protein ligase CHIP","Proteomics CFBE up"
"LPCAT1","Q8NF37","ENSG00000153395",79888,"Lysophosphatidylcholine acyltransferase 1","Proteomics CFBE up"
"NPEPPS","P55786","ENSG00000141279",9520,"Puromycin-sensitive aminopeptidase","Proteomics CFBE up"
"GINS4","Q9BRT9","ENSG00000147536",84296,"DNA replication complex GINS protein SLD5","Proteomics CFBE up"
"ACADVL","P49748","ENSG00000072778",37,"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial","Proteomics CFBE up"
"TOR1AIP1","Q5JTV8","ENSG00000143337",26092,"Torsin-1A-interacting protein 1","Proteomics CFBE up"
"SERPINB1","P30740","ENSG00000021355",1992,"Leukocyte elastase inhibitor","Proteomics CFBE up"
"MAPK13","O15264","ENSG00000156711",5603,"Mitogen-activated protein kinase 13","Proteomics CFBE up"
"TCF25","Q9BQ70","ENSG00000141002",22980,"Transcription factor 25","Proteomics CFBE up"
"NCAPD2","Q15021","ENSG00000010292",9918,"Condensin complex subunit 1","Proteomics CFBE up"
"OSBP","P22059","ENSG00000110048",5007,"Oxysterol-binding protein 1","Proteomics CFBE up"
"ITPR3","Q14573","ENSG00000096433",3710,"Inositol 1,4,5-trisphosphate receptor type 3","Proteomics CFBE up"
"VPS29","Q9UBQ0","ENSG00000111237",51699,"Vacuolar protein sorting-associated protein 29","Proteomics CFBE up"
"TMSB4X","P62328","ENSG00000205542",7114,"Thymosin beta-4","Proteomics CFBE up"
"CD2AP","Q9Y5K6","ENSG00000198087",23607,"CD2-associated protein","Proteomics CFBE up"
"DHRS1","Q96LJ7","ENSG00000284868",115817,"Dehydrogenase/reductase SDR family member 1","Proteomics CFBE up"
"SLC35B2","Q8TB61","ENSG00000157593",347734,"Adenosine 3'-phospho 5'-phosphosulfate transporter 1","Proteomics CFBE up"
"CLPB","Q9H078","ENSG00000162129",81570,"Caseinolytic peptidase B protein homolog","Proteomics CFBE up"
"CLASP1","Q7Z460","ENSG00000074054",23332,"CLIP-associating protein 1","Proteomics CFBE up"
"GPS1","Q13098","ENSG00000169727",2873,"COP9 signalosome complex subunit 1","Proteomics CFBE up"
"PXDN","Q92626","ENSG00000130508",7837,"Peroxidasin homolog","Proteomics CFBE up"
"IQGAP3","Q86VI3","ENSG00000183856",128239,"Ras GTPase-activating-like protein IQGAP3","Proteomics CFBE up"
"MCM5","P33992","ENSG00000100297",4174,"DNA replication licensing factor MCM5","Proteomics CFBE up"
"RPP40","O75818","ENSG00000124787",10799,"Ribonuclease P protein subunit p40","Proteomics CFBE up"
"MAP2K2","P36507","ENSG00000126934",5605,"Dual specificity mitogen-activated protein kinase kinase 2","Proteomics CFBE up"
"DPYSL2","Q16555","ENSG00000092964",1808,"Dihydropyrimidinase-related protein 2","Proteomics CFBE up"
"MAPK14","Q16539","ENSG00000112062",1432,"Mitogen-activated protein kinase 14","Proteomics CFBE up"
"HDAC2","Q92769","ENSG00000196591",3066,"Histone deacetylase 2","Proteomics CFBE up"
"UTP20","O75691","ENSG00000120800",27340,"Small subunit processome component 20 homolog","Proteomics CFBE up"
"MCM4","P33991","ENSG00000104738",4173,"DNA replication licensing factor MCM4","Proteomics CFBE up"
"DPP9","Q86TI2","ENSG00000142002",91039,"Dipeptidyl peptidase 9","Proteomics CFBE up"
"PPP5C","P53041","ENSG00000011485",5536,"Serine/threonine-protein phosphatase 5","Proteomics CFBE up"
"AHCYL2","Q96HN2","ENSG00000158467",23382,"Adenosylhomocysteinase 3","Proteomics CFBE up"
"CAT","P04040","ENSG00000121691",847,"Catalase","Proteomics CFBE up"
"PACSIN3","Q9UKS6","ENSG00000165912",29763,"Protein kinase C and casein kinase substrate in neurons protein 3","Proteomics CFBE up"
"GNAQ","P50148","ENSG00000156052",2776,"Guanine nucleotide-binding protein G(q) subunit alpha","Proteomics CFBE up"
NA,NA,NA,NA,NA,"Proteomics CFBE up"
"CDH1","P12830","ENSG00000039068",999,"Cadherin-1","Proteomics CFBE up"
"NARS1","O43776","ENSG00000134440",4677,"Asparagine--tRNA ligase, cytoplasmic","Proteomics CFBE up"
"BAIAP2L1","Q9UHR4","ENSG00000006453",55971,"Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 1","Proteomics CFBE up"
"EXOSC6","Q5RKV6","ENSG00000223496",118460,"Exosome complex component MTR3","Proteomics CFBE up"
"ATOX1","O00244","ENSG00000177556",475,"Copper transport protein ATOX1","Proteomics CFBE up"
"TMED1","Q13445","ENSG00000099203",11018,"Transmembrane emp24 domain-containing protein 1","Proteomics CFBE up"
"DDX5","P17844","ENSG00000108654",1655,"Probable ATP-dependent RNA helicase DDX5","Proteomics CFBE up"
"NISCH","Q9Y2I1","ENSG00000010322",11188,"Nischarin","Proteomics CFBE up"
"HIP1R","O75146","ENSG00000130787",9026,"Huntingtin-interacting protein 1-related protein","Proteomics CFBE up"
"TEX10","Q9NXF1","ENSG00000136891",54881,"Testis-expressed protein 10","Proteomics CFBE up"
"HSPA1L","P34931","ENSG00000236251",3305,"Heat shock 70 kDa protein 1-like","Proteomics CFBE up"
"UBA6","A0AVT1","ENSG00000033178",55236,"Ubiquitin-like modifier-activating enzyme 6","Proteomics CFBE up"
"IRF2BP2","Q7Z5L9","ENSG00000168264",359948,"Interferon regulatory factor 2-binding protein 2","Proteomics CFBE up"
"ATP2A2","P16615","ENSG00000174437",488,"Sarcoplasmic/endoplasmic reticulum calcium ATPase 2","Proteomics CFBE up"
"GTF3C5","Q9Y5Q8","ENSG00000148308",9328,"General transcription factor 3C polypeptide 5","Proteomics CFBE up"
"STIM1","Q13586","ENSG00000167323",6786,"Stromal interaction molecule 1","Proteomics CFBE up"
"NPLOC4","Q8TAT6","ENSG00000182446",55666,"Nuclear protein localization protein 4 homolog","Proteomics CFBE up"
"TMCO1","Q9UM00","ENSG00000143183",54499,"Calcium load-activated calcium channel","Proteomics CFBE up"
"KRT18","P05783","ENSG00000111057",3875,"Keratin, type I cytoskeletal 18","Proteomics CFBE up"
"CORO1A","P31146","ENSG00000102879",11151,"Coronin-1A","Proteomics CFBE up"
"NOC4L","Q9BVI4","ENSG00000288146",79050,"Nucleolar complex protein 4 homolog","Proteomics CFBE up"
"PARVA","Q9NVD7","ENSG00000197702",55742,"Alpha-parvin","Proteomics CFBE up"
"TWF1","Q12792","ENSG00000151239",5756,"Twinfilin-1","Proteomics CFBE up"
